dataset,model,rmse,rank
elevators,HSTree_mini,0.751891,19
elevators,HSTree_large,0.723031,15
elevators,EBM,0.397748,5
elevators,TabPFN,0.292012,1
elevators,DecisionTreeSimple,0.726676,16
elevators,SparseHingeLinear,0.387339,3
elevators,PiecewiseGAM3Knots_sorted,0.393989,4
elevators,LinearPlusStumps12,0.414918,6
elevators,AdaptiveSelector,0.414918,7
elevators,LinearPlusStumps_examples,0.414918,8
elevators,BinnedGAM,0.721360,14
pol,PyGAM,0.549154,14
pol,DT_mini,0.362666,11
pol,DT_large,0.338574,7
pol,OLS,0.709816,21
pol,LassoCV,0.710064,22
pol,RidgeCV,0.709213,20
pol,RF,0.274415,2
pol,GBM,0.299494,3
pol,MLP,0.724552,23
pol,FIGS_mini,0.356437,10
pol,FIGS_large,0.323908,5
pol,RuleFit,0.312670,4
pol,HSTree_mini,0.349503,8
pol,HSTree_large,0.325280,6
pol,EBM,0.350952,9
pol,TabPFN,0.141046,1
pol,DecisionTreeSimple,0.395853,12
pol,SparseHingeLinear,0.544969,13
pol,PiecewiseGAM3Knots_sorted,0.565505,15
pol,LinearPlusStumps12,0.599600,16
pol,AdaptiveSelector,0.599600,17
pol,LinearPlusStumps_examples,0.599600,18
pol,BinnedGAM,0.647427,19
kin8nm,PyGAM,0.804420,9
kin8nm,DT_mini,0.877689,21
kin8nm,DT_large,0.890079,23
kin8nm,OLS,0.811674,14
kin8nm,LassoCV,0.811735,16
kin8nm,RidgeCV,0.811697,15
kin8nm,RF,0.781796,5
kin8nm,GBM,0.755496,4
kin8nm,MLP,0.491650,2
kin8nm,FIGS_mini,0.849805,17
kin8nm,FIGS_large,0.802428,8
kin8nm,RuleFit,0.870177,18
kin8nm,HSTree_mini,0.874538,20
kin8nm,HSTree_large,0.870956,19
kin8nm,EBM,0.715820,3
kin8nm,TabPFN,0.376809,1
kin8nm,DecisionTreeSimple,0.880616,22
kin8nm,SparseHingeLinear,0.800872,6
kin8nm,PiecewiseGAM3Knots_sorted,0.801090,7
kin8nm,LinearPlusStumps12,0.810415,11
kin8nm,AdaptiveSelector,0.810415,12
kin8nm,LinearPlusStumps_examples,0.810415,13
kin8nm,BinnedGAM,0.804448,10
pmlb/1027_ESL,PyGAM,0.374026,13
pmlb/1027_ESL,DT_mini,0.576479,23
pmlb/1027_ESL,DT_large,0.529210,19
pmlb/1027_ESL,OLS,0.361241,1
pmlb/1027_ESL,LassoCV,0.361351,2
pmlb/1027_ESL,RidgeCV,0.361933,3
pmlb/1027_ESL,RF,0.463850,17
pmlb/1027_ESL,GBM,0.380681,14
pmlb/1027_ESL,MLP,0.370737,9
pmlb/1027_ESL,FIGS_mini,0.539162,20
pmlb/1027_ESL,FIGS_large,0.437071,16
pmlb/1027_ESL,RuleFit,0.366258,5
pmlb/1027_ESL,HSTree_mini,0.575679,22
pmlb/1027_ESL,HSTree_large,0.519495,18
pmlb/1027_ESL,EBM,0.364431,4
pmlb/1027_ESL,TabPFN,0.373296,12
pmlb/1027_ESL,DecisionTreeSimple,0.562239,21
pmlb/1027_ESL,SparseHingeLinear,0.373175,11
pmlb/1027_ESL,PiecewiseGAM3Knots_sorted,0.372951,10
pmlb/1027_ESL,LinearPlusStumps12,0.367302,6
pmlb/1027_ESL,AdaptiveSelector,0.367302,7
pmlb/1027_ESL,LinearPlusStumps_examples,0.367302,8
pmlb/1027_ESL,BinnedGAM,0.382855,15
pmlb/1028_SWD,PyGAM,0.805003,12
pmlb/1028_SWD,DT_mini,0.832135,23
pmlb/1028_SWD,DT_large,0.793244,5
pmlb/1028_SWD,OLS,0.814927,19
pmlb/1028_SWD,LassoCV,0.814599,18
pmlb/1028_SWD,RidgeCV,0.814285,14
pmlb/1028_SWD,RF,0.785704,3
pmlb/1028_SWD,GBM,0.784908,2
pmlb/1028_SWD,MLP,0.798779,8
pmlb/1028_SWD,FIGS_mini,0.805813,13
pmlb/1028_SWD,FIGS_large,0.789555,4
pmlb/1028_SWD,RuleFit,0.818640,20
pmlb/1028_SWD,HSTree_mini,0.829304,22
pmlb/1028_SWD,HSTree_large,0.798450,7
pmlb/1028_SWD,EBM,0.798100,6
pmlb/1028_SWD,TabPFN,0.784088,1
pmlb/1028_SWD,DecisionTreeSimple,0.821595,21
pmlb/1028_SWD,SparseHingeLinear,0.803873,10
pmlb/1028_SWD,PiecewiseGAM3Knots_sorted,0.803385,9
pmlb/1028_SWD,LinearPlusStumps12,0.814587,15
pmlb/1028_SWD,AdaptiveSelector,0.814587,16
pmlb/1028_SWD,LinearPlusStumps_examples,0.814587,17
pmlb/1028_SWD,BinnedGAM,0.803966,11
pmlb/1029_LEV,PyGAM,0.715125,12
pmlb/1029_LEV,DT_mini,0.812829,23
pmlb/1029_LEV,DT_large,0.765185,20
pmlb/1029_LEV,OLS,0.712676,8
pmlb/1029_LEV,LassoCV,0.712556,7
pmlb/1029_LEV,RidgeCV,0.712073,6
pmlb/1029_LEV,RF,0.730984,16
pmlb/1029_LEV,GBM,0.718917,14
pmlb/1029_LEV,MLP,0.714825,11
pmlb/1029_LEV,FIGS_mini,0.744305,18
pmlb/1029_LEV,FIGS_large,0.717258,13
pmlb/1029_LEV,RuleFit,0.730124,15
pmlb/1029_LEV,HSTree_mini,0.810150,22
pmlb/1029_LEV,HSTree_large,0.761625,19
pmlb/1029_LEV,EBM,0.709299,2
pmlb/1029_LEV,TabPFN,0.706397,1
pmlb/1029_LEV,DecisionTreeSimple,0.796113,21
pmlb/1029_LEV,SparseHingeLinear,0.712959,9
pmlb/1029_LEV,PiecewiseGAM3Knots_sorted,0.712959,10
pmlb/1029_LEV,LinearPlusStumps12,0.711621,3
pmlb/1029_LEV,AdaptiveSelector,0.711621,4
pmlb/1029_LEV,LinearPlusStumps_examples,0.711621,5
pmlb/1029_LEV,BinnedGAM,0.735806,17
pmlb/1030_ERA,PyGAM,0.815581,14
pmlb/1030_ERA,DT_mini,0.837160,22
pmlb/1030_ERA,DT_large,0.816910,16
pmlb/1030_ERA,OLS,0.808339,4
pmlb/1030_ERA,LassoCV,0.808425,6
pmlb/1030_ERA,RidgeCV,0.808370,5
pmlb/1030_ERA,RF,0.811911,10
pmlb/1030_ERA,GBM,0.815968,15
pmlb/1030_ERA,MLP,0.806530,3
pmlb/1030_ERA,FIGS_mini,0.831024,20
pmlb/1030_ERA,FIGS_large,0.822820,18
pmlb/1030_ERA,RuleFit,0.832883,21
pmlb/1030_ERA,HSTree_mini,0.837160,23
pmlb/1030_ERA,HSTree_large,0.821592,17
pmlb/1030_ERA,EBM,0.799223,1
pmlb/1030_ERA,TabPFN,0.805567,2
pmlb/1030_ERA,DecisionTreeSimple,0.813883,13
pmlb/1030_ERA,SparseHingeLinear,0.812414,11
pmlb/1030_ERA,PiecewiseGAM3Knots_sorted,0.812494,12
pmlb/1030_ERA,LinearPlusStumps12,0.809008,7
pmlb/1030_ERA,AdaptiveSelector,0.809008,8
pmlb/1030_ERA,LinearPlusStumps_examples,0.809008,9
pmlb/1030_ERA,BinnedGAM,0.827015,19
pmlb/1089_USCrime,PyGAM,0.465245,17
pmlb/1089_USCrime,DT_mini,0.424073,13
pmlb/1089_USCrime,DT_large,0.451548,14
pmlb/1089_USCrime,OLS,0.469238,19
pmlb/1089_USCrime,LassoCV,0.382452,6
pmlb/1089_USCrime,RidgeCV,0.479195,20
pmlb/1089_USCrime,RF,0.423608,12
pmlb/1089_USCrime,GBM,0.462335,16
pmlb/1089_USCrime,MLP,56.552592,23
pmlb/1089_USCrime,FIGS_mini,0.534122,22
pmlb/1089_USCrime,FIGS_large,0.510195,21
pmlb/1089_USCrime,RuleFit,0.395474,8
pmlb/1089_USCrime,HSTree_mini,0.459856,15
pmlb/1089_USCrime,HSTree_large,0.465630,18
pmlb/1089_USCrime,EBM,0.306072,3
pmlb/1089_USCrime,TabPFN,0.346980,5
pmlb/1089_USCrime,DecisionTreeSimple,0.392294,7
pmlb/1089_USCrime,SparseHingeLinear,0.278254,1
pmlb/1089_USCrime,PiecewiseGAM3Knots_sorted,0.278254,2
pmlb/1089_USCrime,LinearPlusStumps12,0.414080,9
pmlb/1089_USCrime,AdaptiveSelector,0.414080,10
pmlb/1089_USCrime,LinearPlusStumps_examples,0.414080,11
pmlb/1089_USCrime,BinnedGAM,0.340600,4
pmlb/1096_FacultySalaries,PyGAM,0.410171,8
pmlb/1096_FacultySalaries,DT_mini,0.628538,21
pmlb/1096_FacultySalaries,DT_large,0.620941,19
pmlb/1096_FacultySalaries,OLS,0.364659,2
pmlb/1096_FacultySalaries,LassoCV,0.416282,9
pmlb/1096_FacultySalaries,RidgeCV,0.381891,4
pmlb/1096_FacultySalaries,RF,0.486246,12
pmlb/1096_FacultySalaries,GBM,0.510927,15
pmlb/1096_FacultySalaries,MLP,2.091116,23
pmlb/1096_FacultySalaries,FIGS_mini,0.628538,22
pmlb/1096_FacultySalaries,FIGS_large,0.620941,20
pmlb/1096_FacultySalaries,RuleFit,0.510835,14
pmlb/1096_FacultySalaries,HSTree_mini,0.586722,18
pmlb/1096_FacultySalaries,HSTree_large,0.578986,17
pmlb/1096_FacultySalaries,EBM,0.504250,13
pmlb/1096_FacultySalaries,TabPFN,0.275576,1
pmlb/1096_FacultySalaries,DecisionTreeSimple,0.532956,16
pmlb/1096_FacultySalaries,SparseHingeLinear,0.469573,10
pmlb/1096_FacultySalaries,PiecewiseGAM3Knots_sorted,0.469573,11
pmlb/1096_FacultySalaries,LinearPlusStumps12,0.401114,5
pmlb/1096_FacultySalaries,AdaptiveSelector,0.401114,6
pmlb/1096_FacultySalaries,LinearPlusStumps_examples,0.401114,7
pmlb/1096_FacultySalaries,BinnedGAM,0.378777,3
pmlb/1191_BNG_pbc,PyGAM,0.862047,7
pmlb/1191_BNG_pbc,DT_mini,0.929181,20
pmlb/1191_BNG_pbc,DT_large,0.930181,21
pmlb/1191_BNG_pbc,OLS,0.870524,9
pmlb/1191_BNG_pbc,LassoCV,0.924760,19
pmlb/1191_BNG_pbc,RidgeCV,0.871396,13
pmlb/1191_BNG_pbc,RF,0.869216,8
pmlb/1191_BNG_pbc,GBM,0.860402,5
pmlb/1191_BNG_pbc,MLP,2.834234,23
pmlb/1191_BNG_pbc,FIGS_mini,0.918014,16
pmlb/1191_BNG_pbc,FIGS_large,0.942724,22
pmlb/1191_BNG_pbc,RuleFit,0.871873,14
pmlb/1191_BNG_pbc,HSTree_mini,0.921734,18
pmlb/1191_BNG_pbc,HSTree_large,0.901627,15
pmlb/1191_BNG_pbc,EBM,0.849706,2
pmlb/1191_BNG_pbc,TabPFN,0.833502,1
pmlb/1191_BNG_pbc,DecisionTreeSimple,0.921540,17
pmlb/1191_BNG_pbc,SparseHingeLinear,0.860831,6
pmlb/1191_BNG_pbc,PiecewiseGAM3Knots_sorted,0.860187,4
pmlb/1191_BNG_pbc,LinearPlusStumps12,0.871193,10
pmlb/1191_BNG_pbc,AdaptiveSelector,0.871193,11
pmlb/1191_BNG_pbc,LinearPlusStumps_examples,0.871193,12
pmlb/1191_BNG_pbc,BinnedGAM,0.860065,3
pmlb/1193_BNG_lowbwt,PyGAM,0.662464,6
pmlb/1193_BNG_lowbwt,DT_mini,0.670626,14
pmlb/1193_BNG_lowbwt,DT_large,0.687092,22
pmlb/1193_BNG_lowbwt,OLS,0.670820,15
pmlb/1193_BNG_lowbwt,LassoCV,0.670610,13
pmlb/1193_BNG_lowbwt,RidgeCV,0.670887,16
pmlb/1193_BNG_lowbwt,RF,0.660360,5
pmlb/1193_BNG_lowbwt,GBM,0.665525,9
pmlb/1193_BNG_lowbwt,MLP,0.671479,20
pmlb/1193_BNG_lowbwt,FIGS_mini,0.665872,10
pmlb/1193_BNG_lowbwt,FIGS_large,0.698200,23
pmlb/1193_BNG_lowbwt,RuleFit,0.660247,4
pmlb/1193_BNG_lowbwt,HSTree_mini,0.669669,12
pmlb/1193_BNG_lowbwt,HSTree_large,0.668142,11
pmlb/1193_BNG_lowbwt,EBM,0.656352,2
pmlb/1193_BNG_lowbwt,TabPFN,0.647797,1
pmlb/1193_BNG_lowbwt,DecisionTreeSimple,0.686167,21
pmlb/1193_BNG_lowbwt,SparseHingeLinear,0.664548,8
pmlb/1193_BNG_lowbwt,PiecewiseGAM3Knots_sorted,0.663930,7
pmlb/1193_BNG_lowbwt,LinearPlusStumps12,0.670941,17
pmlb/1193_BNG_lowbwt,AdaptiveSelector,0.670941,18
pmlb/1193_BNG_lowbwt,LinearPlusStumps_examples,0.670941,19
pmlb/1193_BNG_lowbwt,BinnedGAM,0.659056,3
pmlb/1196_BNG_pharynx,PyGAM,0.736410,4
pmlb/1196_BNG_pharynx,DT_mini,0.773482,21
pmlb/1196_BNG_pharynx,DT_large,0.798557,23
pmlb/1196_BNG_pharynx,OLS,0.766474,18
pmlb/1196_BNG_pharynx,LassoCV,0.768754,19
pmlb/1196_BNG_pharynx,RidgeCV,0.766429,17
pmlb/1196_BNG_pharynx,RF,0.740705,5
pmlb/1196_BNG_pharynx,GBM,0.744022,7
pmlb/1196_BNG_pharynx,MLP,0.759865,11
pmlb/1196_BNG_pharynx,FIGS_mini,0.758618,10
pmlb/1196_BNG_pharynx,FIGS_large,0.794826,22
pmlb/1196_BNG_pharynx,RuleFit,0.744078,8
pmlb/1196_BNG_pharynx,HSTree_mini,0.764356,16
pmlb/1196_BNG_pharynx,HSTree_large,0.762744,15
pmlb/1196_BNG_pharynx,EBM,0.740754,6
pmlb/1196_BNG_pharynx,TabPFN,0.725232,1
pmlb/1196_BNG_pharynx,DecisionTreeSimple,0.771233,20
pmlb/1196_BNG_pharynx,SparseHingeLinear,0.734569,2
pmlb/1196_BNG_pharynx,PiecewiseGAM3Knots_sorted,0.735025,3
pmlb/1196_BNG_pharynx,LinearPlusStumps12,0.760518,12
pmlb/1196_BNG_pharynx,AdaptiveSelector,0.760518,13
pmlb/1196_BNG_pharynx,LinearPlusStumps_examples,0.760518,14
pmlb/1196_BNG_pharynx,BinnedGAM,0.745243,9
pmlb/1199_BNG_echoMonths,PyGAM,0.746425,11
pmlb/1199_BNG_echoMonths,DT_mini,0.771996,20
pmlb/1199_BNG_echoMonths,DT_large,0.806700,23
pmlb/1199_BNG_echoMonths,OLS,0.745226,10
pmlb/1199_BNG_echoMonths,LassoCV,0.744498,5
pmlb/1199_BNG_echoMonths,RidgeCV,0.744894,9
pmlb/1199_BNG_echoMonths,RF,0.753821,16
pmlb/1199_BNG_echoMonths,GBM,0.753559,15
pmlb/1199_BNG_echoMonths,MLP,0.751409,14
pmlb/1199_BNG_echoMonths,FIGS_mini,0.763507,18
pmlb/1199_BNG_echoMonths,FIGS_large,0.797306,22
pmlb/1199_BNG_echoMonths,RuleFit,0.750700,13
pmlb/1199_BNG_echoMonths,HSTree_mini,0.762011,17
pmlb/1199_BNG_echoMonths,HSTree_large,0.764153,19
pmlb/1199_BNG_echoMonths,EBM,0.742197,2
pmlb/1199_BNG_echoMonths,TabPFN,0.741591,1
pmlb/1199_BNG_echoMonths,DecisionTreeSimple,0.777588,21
pmlb/1199_BNG_echoMonths,SparseHingeLinear,0.742291,3
pmlb/1199_BNG_echoMonths,PiecewiseGAM3Knots_sorted,0.742874,4
pmlb/1199_BNG_echoMonths,LinearPlusStumps12,0.744809,6
pmlb/1199_BNG_echoMonths,AdaptiveSelector,0.744809,7
pmlb/1199_BNG_echoMonths,LinearPlusStumps_examples,0.744809,8
pmlb/1199_BNG_echoMonths,BinnedGAM,0.750603,12
pmlb/1201_BNG_breastTumor,PyGAM,0.946619,3
pmlb/1201_BNG_breastTumor,DT_mini,0.957695,10
pmlb/1201_BNG_breastTumor,DT_large,0.987525,22
pmlb/1201_BNG_breastTumor,OLS,0.979405,18
pmlb/1201_BNG_breastTumor,LassoCV,0.989234,23
pmlb/1201_BNG_breastTumor,RidgeCV,0.979533,19
pmlb/1201_BNG_breastTumor,RF,0.952681,6
pmlb/1201_BNG_breastTumor,GBM,0.952500,5
pmlb/1201_BNG_breastTumor,MLP,0.978552,17
pmlb/1201_BNG_breastTumor,FIGS_mini,0.948690,4
pmlb/1201_BNG_breastTumor,FIGS_large,0.980280,20
pmlb/1201_BNG_breastTumor,RuleFit,0.959659,11
pmlb/1201_BNG_breastTumor,HSTree_mini,0.966196,15
pmlb/1201_BNG_breastTumor,HSTree_large,0.966370,16
pmlb/1201_BNG_breastTumor,EBM,0.938657,1
pmlb/1201_BNG_breastTumor,TabPFN,0.940593,2
pmlb/1201_BNG_breastTumor,DecisionTreeSimple,0.984702,21
pmlb/1201_BNG_breastTumor,SparseHingeLinear,0.961859,12
pmlb/1201_BNG_breastTumor,PiecewiseGAM3Knots_sorted,0.962053,13
pmlb/1201_BNG_breastTumor,LinearPlusStumps12,0.955990,7
pmlb/1201_BNG_breastTumor,AdaptiveSelector,0.955990,8
pmlb/1201_BNG_breastTumor,LinearPlusStumps_examples,0.955990,9
pmlb/1201_BNG_breastTumor,BinnedGAM,0.965716,14
pmlb/1203_BNG_pwLinear,PyGAM,0.704947,14
pmlb/1203_BNG_pwLinear,DT_mini,0.681387,13
pmlb/1203_BNG_pwLinear,DT_large,0.678855,11
pmlb/1203_BNG_pwLinear,OLS,0.705672,16
pmlb/1203_BNG_pwLinear,LassoCV,0.705699,17
pmlb/1203_BNG_pwLinear,RidgeCV,0.705941,22
pmlb/1203_BNG_pwLinear,RF,0.661040,5
pmlb/1203_BNG_pwLinear,GBM,0.651384,2
pmlb/1203_BNG_pwLinear,MLP,0.675877,9
pmlb/1203_BNG_pwLinear,FIGS_mini,0.660677,4
pmlb/1203_BNG_pwLinear,FIGS_large,0.677869,10
pmlb/1203_BNG_pwLinear,RuleFit,0.662021,6
pmlb/1203_BNG_pwLinear,HSTree_mini,0.681066,12
pmlb/1203_BNG_pwLinear,HSTree_large,0.666267,7
pmlb/1203_BNG_pwLinear,EBM,0.658559,3
pmlb/1203_BNG_pwLinear,TabPFN,0.641716,1
pmlb/1203_BNG_pwLinear,DecisionTreeSimple,0.674809,8
pmlb/1203_BNG_pwLinear,SparseHingeLinear,0.705583,15
pmlb/1203_BNG_pwLinear,PiecewiseGAM3Knots_sorted,0.706584,23
pmlb/1203_BNG_pwLinear,LinearPlusStumps12,0.705934,19
pmlb/1203_BNG_pwLinear,AdaptiveSelector,0.705934,20
pmlb/1203_BNG_pwLinear,LinearPlusStumps_examples,0.705934,21
pmlb/1203_BNG_pwLinear,BinnedGAM,0.705734,18
pmlb/1595_poker,PyGAM,1.030247,20
pmlb/1595_poker,DT_mini,1.025251,18
pmlb/1595_poker,DT_large,1.087182,23
pmlb/1595_poker,OLS,1.017360,16
pmlb/1595_poker,LassoCV,1.011398,11
pmlb/1595_poker,RidgeCV,1.017291,15
pmlb/1595_poker,RF,0.991750,2
pmlb/1595_poker,GBM,0.984360,1
pmlb/1595_poker,MLP,1.004007,6
pmlb/1595_poker,FIGS_mini,1.060705,21
pmlb/1595_poker,FIGS_large,1.074669,22
pmlb/1595_poker,RuleFit,1.002669,4
pmlb/1595_poker,HSTree_mini,1.005095,7
pmlb/1595_poker,HSTree_large,1.004003,5
pmlb/1595_poker,EBM,0.991878,3
pmlb/1595_poker,TabPFN,1.028985,19
pmlb/1595_poker,DecisionTreeSimple,1.024486,17
pmlb/1595_poker,SparseHingeLinear,1.011207,8
pmlb/1595_poker,PiecewiseGAM3Knots_sorted,1.011207,9
pmlb/1595_poker,LinearPlusStumps12,1.017237,12
pmlb/1595_poker,AdaptiveSelector,1.017237,13
pmlb/1595_poker,LinearPlusStumps_examples,1.017237,14
pmlb/1595_poker,BinnedGAM,1.011207,10
pmlb/192_vineyard,PyGAM,0.421638,2
pmlb/192_vineyard,DT_mini,0.685621,18
pmlb/192_vineyard,DT_large,0.844272,22
pmlb/192_vineyard,OLS,0.508868,6
pmlb/192_vineyard,LassoCV,0.545154,10
pmlb/192_vineyard,RidgeCV,0.522288,8
pmlb/192_vineyard,RF,0.619561,15
pmlb/192_vineyard,GBM,0.768261,21
pmlb/192_vineyard,MLP,0.520361,7
pmlb/192_vineyard,FIGS_mini,0.684918,17
pmlb/192_vineyard,FIGS_large,0.877789,23
pmlb/192_vineyard,RuleFit,0.531009,9
pmlb/192_vineyard,HSTree_mini,0.700389,19
pmlb/192_vineyard,HSTree_large,0.715377,20
pmlb/192_vineyard,EBM,0.507385,5
pmlb/192_vineyard,TabPFN,0.389260,1
pmlb/192_vineyard,DecisionTreeSimple,0.627015,16
pmlb/192_vineyard,SparseHingeLinear,0.431973,4
pmlb/192_vineyard,PiecewiseGAM3Knots_sorted,0.430819,3
pmlb/192_vineyard,LinearPlusStumps12,0.547314,11
pmlb/192_vineyard,AdaptiveSelector,0.547314,12
pmlb/192_vineyard,LinearPlusStumps_examples,0.547314,13
pmlb/192_vineyard,BinnedGAM,0.587831,14
pmlb/197_cpu_act,PyGAM,0.173718,4
pmlb/197_cpu_act,DT_mini,0.253144,14
pmlb/197_cpu_act,DT_large,0.226447,9
pmlb/197_cpu_act,OLS,0.565065,20
pmlb/197_cpu_act,LassoCV,0.742457,22
pmlb/197_cpu_act,RidgeCV,0.559656,19
pmlb/197_cpu_act,RF,0.199308,6
pmlb/197_cpu_act,GBM,0.158850,2
pmlb/197_cpu_act,MLP,912.810974,23
pmlb/197_cpu_act,FIGS_mini,0.239842,11
pmlb/197_cpu_act,FIGS_large,0.199590,7
pmlb/197_cpu_act,RuleFit,0.318561,15
pmlb/197_cpu_act,HSTree_mini,0.253052,13
pmlb/197_cpu_act,HSTree_large,0.224038,8
pmlb/197_cpu_act,EBM,0.167552,3
pmlb/197_cpu_act,TabPFN,0.138888,1
pmlb/197_cpu_act,DecisionTreeSimple,0.248805,12
pmlb/197_cpu_act,SparseHingeLinear,0.181160,5
pmlb/197_cpu_act,PiecewiseGAM3Knots_sorted,0.235062,10
pmlb/197_cpu_act,LinearPlusStumps12,0.511885,16
pmlb/197_cpu_act,AdaptiveSelector,0.511885,17
pmlb/197_cpu_act,LinearPlusStumps_examples,0.511885,18
pmlb/197_cpu_act,BinnedGAM,0.737249,21
pmlb/201_pol,PyGAM,0.549154,14
pmlb/201_pol,DT_mini,0.362666,10
pmlb/201_pol,DT_large,0.335931,6
pmlb/201_pol,OLS,0.709816,22
pmlb/201_pol,LassoCV,0.710064,23
pmlb/201_pol,RidgeCV,0.709214,21
pmlb/201_pol,RF,0.274815,2
pmlb/201_pol,GBM,0.298954,3
pmlb/201_pol,MLP,0.576993,16
pmlb/201_pol,FIGS_mini,0.356437,8
pmlb/201_pol,FIGS_large,0.338477,7
pmlb/201_pol,RuleFit,0.309226,4
pmlb/201_pol,HSTree_mini,0.362635,9
pmlb/201_pol,HSTree_large,0.324726,5
pmlb/201_pol,EBM,0.367724,11
pmlb/201_pol,TabPFN,0.141046,1
pmlb/201_pol,DecisionTreeSimple,0.395853,12
pmlb/201_pol,SparseHingeLinear,0.544969,13
pmlb/201_pol,PiecewiseGAM3Knots_sorted,0.565505,15
pmlb/201_pol,LinearPlusStumps12,0.599600,17
pmlb/201_pol,AdaptiveSelector,0.599600,18
pmlb/201_pol,LinearPlusStumps_examples,0.599600,19
pmlb/201_pol,BinnedGAM,0.647427,20
pmlb/210_cloud,PyGAM,0.274209,3
pmlb/210_cloud,DT_mini,0.574256,21
pmlb/210_cloud,DT_large,0.604440,22
pmlb/210_cloud,OLS,0.302598,11
pmlb/210_cloud,LassoCV,0.297391,10
pmlb/210_cloud,RidgeCV,0.302643,12
pmlb/210_cloud,RF,0.393746,14
pmlb/210_cloud,GBM,0.447321,16
pmlb/210_cloud,MLP,0.292690,9
pmlb/210_cloud,FIGS_mini,0.536609,19
pmlb/210_cloud,FIGS_large,0.498255,17
pmlb/210_cloud,RuleFit,0.447312,15
pmlb/210_cloud,HSTree_mini,0.524478,18
pmlb/210_cloud,HSTree_large,0.548092,20
pmlb/210_cloud,EBM,0.278423,5
pmlb/210_cloud,TabPFN,0.273992,2
