model,dataset,n,p,lam,objective,errors,leaves,seconds,wall,status,size,iterations,binary_features,lb,ub,known_objective,known_certified,verdict
v43c_anytime_20ms,monk_2,169,11,0.02,0.35893491124260357,37,7,0.001017875038087368,0.002,optimal,548,448,11,0.35893491124260357,0.35893491124260357,0.3589349112426035,True,ok
v43c_anytime_20ms,monk_2,169,11,0.01,0.2650887573964497,11,20,0.0036525839241221547,0.005,optimal,1888,1686,11,0.2650887573964497,0.2650887573964497,0.2650887573964497,True,ok
v43c_anytime_20ms,monk_2,169,11,0.005,0.15275147928994084,3,27,0.0074627919821068645,0.009,optimal,2294,3222,11,0.15275147928994082,0.15275147928994082,0.152751,True,ok
v43c_anytime_20ms,tic-tac-toe,958,9,0.1,0.4465553235908142,332,1,3.912497777491808e-05,0.013,optimal,1,1,27,0.4465553235908142,0.4465553235908142,0.446555,True,ok
v43c_anytime_20ms,tic-tac-toe,958,9,0.05,0.3965553235908142,332,1,0.00047604204155504704,0.012,optimal,55,38,27,0.39655532359081413,0.39655532359081413,0.396555,True,ok
v43c_anytime_20ms,tic-tac-toe,958,9,0.02,0.3183298538622129,190,6,0.017016708035953343,0.029,optimal,537,6329,27,0.3183298538622129,0.3183298538622129,0.3183298538622129,True,ok
v43c_anytime_20ms,tic-tac-toe,958,9,0.01,0.2839874739039666,205,7,0.02100366703234613,0.035,time,491,9019,27,0.02,0.2839874739039666,0.2507515657620042,True,worse_than_known
v43c_anytime_20ms,tic-tac-toe,958,9,0.005,0.19180584551148225,64,25,0.021037291968241334,0.033,time,805,8231,27,0.01,0.19180584551148225,0.1542797494780793,True,worse_than_known
v43c_anytime_20ms,gaussian_1k,1000,1,0.1,0.397,297,1,0.0006490419618785381,0.057,optimal,1,0,999,0.397,0.397,0.397,True,ok
v43c_anytime_20ms,gaussian_1k,1000,1,0.05,0.275,125,3,0.0005236249417066574,0.046,optimal,5,0,999,0.275,0.275,0.275,True,ok
v43c_anytime_20ms,gaussian_1k,1000,1,0.02,0.185,125,3,0.0005509589100256562,0.04,optimal,5,0,999,0.18499999999999997,0.18499999999999997,0.185,True,ok
v43c_anytime_20ms,gaussian_1k,1000,1,0.01,0.155,125,3,0.0005767910042777658,0.038,optimal,5,0,999,0.155,0.155,0.155,True,ok
v43c_anytime_20ms,gaussian_1k,1000,1,0.005,0.14,125,3,0.0005889169406145811,0.039,optimal,5,0,999,0.14,0.14,0.14,True,ok
v43c_anytime_20ms,fico_1k,1000,23,0.1,0.491,291,2,0.02021016599610448,0.044,time,277,2759,1357,0.225,0.49100000000000005,0.491,True,ok
v43c_anytime_20ms,fico_1k,1000,23,0.05,0.391,291,2,0.021219291957095265,0.043,time,238,3108,1357,0.125,0.391,0.391,False,ok
v43c_anytime_20ms,fico_1k,1000,23,0.02,0.33099999999999996,291,2,0.021607665927149355,0.044,time,161,2323,1357,0.065,0.33099999999999996,0.331,False,ok
v43c_anytime_20ms,fico_1k,1000,23,0.01,0.311,291,2,0.022010791930370033,0.043,time,170,2529,1357,0.045,0.311,0.304,False,worse_than_known
v43c_anytime_20ms,fico_1k,1000,23,0.005,0.301,291,2,0.021802541916258633,0.045,time,158,2677,1357,0.035,0.301,0.284,False,worse_than_known
v43c_anytime_20ms,sine_1k,1000,1,0.1,0.595,495,1,0.00046695792116224766,0.043,optimal,1,0,999,0.595,0.595,0.595,True,ok
v43c_anytime_20ms,sine_1k,1000,1,0.05,0.545,495,1,0.0005671250401064754,0.044,optimal,1,0,999,0.545,0.545,0.545,True,ok
v43c_anytime_20ms,sine_1k,1000,1,0.02,0.494,454,2,0.0005967080360278487,0.042,optimal,3,0,999,0.494,0.494,0.494,True,ok
v43c_anytime_20ms,sine_1k,1000,1,0.01,0.42900000000000005,169,26,0.0006193749140948057,0.041,optimal,51,0,999,0.42900000000000016,0.42900000000000016,0.429,True,ok
v43c_anytime_20ms,sine_1k,1000,1,0.005,0.269,109,32,0.0006397080142050982,0.04,optimal,63,0,999,0.26900000000000013,0.26900000000000013,0.269,True,ok
v43c_anytime_20ms,car_evaluation,1728,15,0.1,0.3997685185185186,518,1,3.8207974284887314e-05,0.003,optimal,1,1,15,0.39976851851851847,0.39976851851851847,0.3997685185185186,True,ok
v43c_anytime_20ms,car_evaluation,1728,15,0.05,0.29467592592592595,250,3,9.220896754413843e-05,0.003,optimal,18,10,15,0.29467592592592595,0.29467592592592595,0.2946759259259259,True,ok
v43c_anytime_20ms,car_evaluation,1728,15,0.02,0.20467592592592593,250,3,0.001229958957992494,0.004,optimal,548,377,15,0.20467592592592593,0.20467592592592593,0.2046759259259259,True,ok
v43c_anytime_20ms,car_evaluation,1728,15,0.01,0.1452314814814815,130,7,0.006629750016145408,0.01,optimal,1264,2163,15,0.1452314814814815,0.1452314814814815,0.145231,True,ok
v43c_anytime_20ms,car_evaluation,1728,15,0.005,0.1063425925925926,106,9,0.015325709013268352,0.019,optimal,1453,13051,15,0.1063425925925926,0.1063425925925926,0.1063425925925926,True,ok
v43c_anytime_20ms,coupon_bar,1913,14,0.1,0.5119184526921067,788,1,2.862501423805952e-05,0.003,optimal,1,1,14,0.5119184526921067,0.5119184526921067,0.511918,True,ok
v43c_anytime_20ms,coupon_bar,1913,14,0.05,0.4538944066910612,677,2,6.025005131959915e-05,0.003,optimal,27,15,14,0.4538944066910611,0.4538944066910611,0.453894,True,ok
v43c_anytime_20ms,coupon_bar,1913,14,0.02,0.37155253528489285,596,3,0.00033358403015881777,0.003,optimal,189,122,14,0.3715525352848928,0.3715525352848928,0.3715525352848928,True,ok
v43c_anytime_20ms,coupon_bar,1913,14,0.01,0.3410977522216414,576,4,0.002178375027142465,0.005,optimal,950,793,14,0.3410977522216414,0.3410977522216414,0.3410977522216414,True,ok
v43c_anytime_20ms,coupon_bar,1913,14,0.005,0.3186199686356508,533,8,0.014121999964118004,0.017,optimal,1499,7566,14,0.3186199686356508,0.3186199686356508,0.3186199686356508,True,ok
v43c_anytime_20ms,compas_binned,6907,12,0.1,0.5610829593166353,2494,2,4.22910088673234e-05,0.01,optimal,3,1,12,0.5610829593166353,0.5610829593166353,0.5610829593166353,True,ok
v43c_anytime_20ms,compas_binned,6907,12,0.05,0.46108295931663534,2494,2,3.979192115366459e-05,0.008,optimal,3,1,12,0.46108295931663523,0.46108295931663523,0.4610829593166353,True,ok
v43c_anytime_20ms,compas_binned,6907,12,0.02,0.4010829593166353,2494,2,7.058307528495789e-05,0.008,optimal,21,12,12,0.4010829593166353,0.4010829593166353,0.4010829593166353,True,ok
v43c_anytime_20ms,compas_binned,6907,12,0.01,0.37486752569856663,2382,3,0.00027112499810755253,0.008,optimal,111,63,12,0.3748675256985667,0.3748675256985667,0.3748675256985666,True,ok
v43c_anytime_20ms,compas_binned,6907,12,0.005,0.355968582597365,2286,5,0.0007636670488864183,0.009,optimal,297,201,12,0.35596858259736497,0.35596858259736497,0.355968582597365,True,ok
v43c_anytime_20ms,fico_binary,10459,17,0.1,0.5040443637058992,3180,2,3.966700751334429e-05,0.016,optimal,3,1,17,0.5040443637058992,0.5040443637058992,0.504044,True,ok
v43c_anytime_20ms,fico_binary,10459,17,0.05,0.40404436370589925,3180,2,8.804199751466513e-05,0.016,optimal,23,13,17,0.40404436370589925,0.40404436370589925,0.404044,True,ok
v43c_anytime_20ms,fico_binary,10459,17,0.02,0.3440443637058992,3180,2,0.0008917090017348528,0.017,optimal,277,168,17,0.3440443637058992,0.3440443637058992,0.344044,True,ok
v43c_anytime_20ms,fico_binary,10459,17,0.01,0.32404436370589923,3180,2,0.02059016691055149,0.036,time,1140,7479,17,0.23407400325078878,0.32404436370589923,0.324044,True,ok
v43c_anytime_20ms,fico_binary,10459,17,0.005,0.308650922650349,3019,4,0.02110037498641759,0.037,time,1302,9939,17,0.2240740032507888,0.308650922650349,0.308650922650349,True,ok
v43c_anytime_20ms,compas_processed,12381,22,0.1,0.411364187060819,3855,1,0.00044733297545462847,0.318,optimal,23,13,621,0.411364187060819,0.411364187060819,0.411364,True,ok
v43c_anytime_20ms,compas_processed,12381,22,0.05,0.36136418706081896,3855,1,0.02201808406971395,0.301,time,298,3054,621,0.16857281318148776,0.36136418706081896,0.361364,True,ok
v43c_anytime_20ms,compas_processed,12381,22,0.02,0.32786043130603343,3564,2,0.021616042009554803,0.297,time,243,2860,621,0.10857281318148776,0.32786043130603343,0.32786,False,ok
v43c_anytime_20ms,compas_processed,12381,22,0.01,0.30786043130603347,3564,2,0.02236254105810076,0.314,time,149,2711,621,0.08857281318148777,0.30786043130603347,0.30786,False,ok
v43c_anytime_20ms,compas_processed,12381,22,0.005,0.29786043130603346,3564,2,0.021510208025574684,0.298,time,137,2205,621,0.07857281318148776,0.29786043130603346,0.29786,False,ok
v43c_anytime_50ms,chudi,77,2,0.1,0.464935064935065,5,4,0.0002910830080509186,19.994,optimal,23,10,46,0.464935064935065,0.464935064935065,0.464935,True,ok
v43c_anytime_50ms,chudi,77,2,0.05,0.25,0,5,0.0003322080010548234,0.001,optimal,53,24,46,0.25,0.25,0.25,True,ok
v43c_anytime_50ms,chudi,77,2,0.02,0.1,0,5,0.0003715410130098462,0.001,optimal,59,26,46,0.1,0.1,0.1,True,ok
v43c_anytime_50ms,chudi,77,2,0.01,0.05,0,5,0.0004088339628651738,0.001,optimal,65,29,46,0.05,0.05,0.05,True,ok
v43c_anytime_50ms,chudi,77,2,0.005,0.025,0,5,0.0003993749851360917,0.001,optimal,65,29,46,0.025,0.025,0.025,True,ok
v43c_anytime_50ms,monk_3,122,11,0.1,0.5213114754098361,27,3,3.4958007745444775e-05,0.001,optimal,6,3,11,0.521311475409836,0.521311475409836,0.521311,True,ok
v43c_anytime_50ms,monk_3,122,11,0.05,0.3713114754098361,27,3,7.170799653977156e-05,0.001,optimal,28,15,11,0.37131147540983606,0.37131147540983606,0.371311,True,ok
v43c_anytime_50ms,monk_3,122,11,0.02,0.24295081967213114,15,6,0.00023670797236263752,0.001,optimal,131,88,11,0.24295081967213117,0.24295081967213117,0.2429508196721311,True,ok
v43c_anytime_50ms,monk_3,122,11,0.01,0.15557377049180326,8,9,0.000649375026114285,0.002,optimal,385,284,11,0.15557377049180326,0.15557377049180326,0.1555737704918032,True,ok
v43c_anytime_50ms,monk_3,122,11,0.005,0.09459016393442624,3,14,0.0022754999808967113,0.003,optimal,1285,991,11,0.09459016393442624,0.09459016393442624,0.09459,True,ok
v43c_anytime_50ms,monk_1,124,11,0.1,0.4661290322580645,33,2,3.216695040464401e-05,0.001,optimal,3,2,11,0.46612903225806446,0.46612903225806446,0.466129,True,ok
v43c_anytime_50ms,monk_1,124,11,0.05,0.33870967741935487,11,5,8.495908696204424e-05,0.001,optimal,44,24,11,0.3387096774193548,0.3387096774193548,0.3387096774193548,True,ok
v43c_anytime_50ms,monk_1,124,11,0.02,0.16,0,8,0.00014362495858222246,0.001,optimal,95,50,11,0.16,0.16,0.16,True,ok
v43c_anytime_50ms,monk_1,124,11,0.01,0.08,0,8,0.00014170794747769833,0.001,optimal,101,51,11,0.08,0.08,0.08,True,ok
v43c_anytime_50ms,monk_1,124,11,0.005,0.04,0,8,0.0001397080486640334,0.001,optimal,101,51,11,0.04,0.04,0.04,True,ok
v43c_anytime_50ms,iris,150,4,0.1,0.34,6,3,0.00011516700033098459,0.001,optimal,5,0,118,0.34,0.34,0.34,True,ok
v43c_anytime_50ms,iris,150,4,0.05,0.19000000000000003,6,3,0.00013733399100601673,0.001,optimal,9,0,118,0.19,0.19,0.19,True,ok
v43c_anytime_50ms,iris,150,4,0.02,0.1,6,3,0.004876040969975293,0.006,optimal,122,73,118,0.1,0.1,0.1,True,ok
v43c_anytime_50ms,iris,150,4,0.01,0.06,3,4,0.01068845798727125,0.012,optimal,175,356,118,0.060000000000000005,0.060000000000000005,0.06,True,ok
v43c_anytime_50ms,iris,150,4,0.005,0.03833333333333334,2,5,0.032671542023308575,0.034,optimal,149,2207,118,0.03833333333333333,0.03833333333333333,0.038333,True,ok
v43c_anytime_50ms,monk_2,169,11,0.1,0.47869822485207103,64,1,2.5374931283295155e-05,0.001,optimal,1,1,11,0.47869822485207103,0.47869822485207103,0.478698,True,ok
v43c_anytime_50ms,monk_2,169,11,0.05,0.428698224852071,64,1,7.020810153335333e-05,0.001,optimal,23,14,11,0.428698224852071,0.428698224852071,0.428698,True,ok
v43c_anytime_50ms,monk_2,169,11,0.02,0.35893491124260357,37,7,0.0010924999369308352,0.002,optimal,546,446,11,0.35893491124260357,0.35893491124260357,0.3589349112426035,True,ok
v43c_anytime_50ms,monk_2,169,11,0.01,0.2650887573964497,11,20,0.003812875016592443,0.005,optimal,1880,1668,11,0.2650887573964497,0.2650887573964497,0.2650887573964497,True,ok
v43c_anytime_50ms,monk_2,169,11,0.005,0.15275147928994084,3,27,0.007047333987429738,0.008,optimal,2169,3312,11,0.15275147928994082,0.15275147928994082,0.152751,True,ok
v43c_anytime_50ms,tic-tac-toe,958,9,0.1,0.4465553235908142,332,1,3.63329891115427e-05,0.011,optimal,1,1,27,0.4465553235908142,0.4465553235908142,0.446555,True,ok
v43c_anytime_50ms,tic-tac-toe,958,9,0.05,0.3965553235908142,332,1,0.0004568330477923155,0.011,optimal,55,38,27,0.39655532359081413,0.39655532359081413,0.396555,True,ok
v43c_anytime_50ms,tic-tac-toe,958,9,0.02,0.3183298538622129,190,6,0.01638425001874566,0.028,optimal,724,6259,27,0.3183298538622129,0.3183298538622129,0.3183298538622129,True,ok
v43c_anytime_50ms,tic-tac-toe,958,9,0.01,0.25427974947807935,52,20,0.0531823750352487,0.064,time,844,33379,27,0.02,0.2542797494780793,0.2507515657620042,True,worse_than_known
v43c_anytime_50ms,tic-tac-toe,958,9,0.005,0.19180584551148225,64,25,0.0524625830585137,0.066,time,890,29965,27,0.01,0.19180584551148225,0.1542797494780793,True,worse_than_known
v43c_anytime_50ms,gaussian_1k,1000,1,0.1,0.397,297,1,0.0004362079780548811,0.041,optimal,1,0,999,0.397,0.397,0.397,True,ok
v43c_anytime_50ms,gaussian_1k,1000,1,0.05,0.275,125,3,0.0005336670437827706,0.045,optimal,5,0,999,0.275,0.275,0.275,True,ok
v43c_anytime_50ms,gaussian_1k,1000,1,0.02,0.185,125,3,0.0005826249253004789,0.041,optimal,5,0,999,0.18499999999999997,0.18499999999999997,0.185,True,ok
v43c_anytime_50ms,gaussian_1k,1000,1,0.01,0.155,125,3,0.000594708020798862,0.039,optimal,5,0,999,0.155,0.155,0.155,True,ok
v43c_anytime_50ms,gaussian_1k,1000,1,0.005,0.14,125,3,0.0005831250455230474,0.038,optimal,5,0,999,0.14,0.14,0.14,True,ok
v43c_anytime_50ms,fico_1k,1000,23,0.1,0.491,291,2,0.022330750012770295,0.044,optimal,271,3158,1357,0.49100000000000005,0.49100000000000005,0.491,True,ok
v43c_anytime_50ms,fico_1k,1000,23,0.05,0.391,291,2,0.05234287504572421,0.074,time,234,10855,1357,0.125,0.391,0.391,False,ok
v43c_anytime_50ms,fico_1k,1000,23,0.02,0.33099999999999996,291,2,0.05240116606000811,0.075,time,11,8077,1357,0.065,0.33099999999999996,0.331,False,ok
v43c_anytime_50ms,fico_1k,1000,23,0.01,0.311,291,2,0.05245112499687821,0.076,time,11,7432,1357,0.045,0.311,0.304,False,worse_than_known
v43c_anytime_50ms,fico_1k,1000,23,0.005,0.301,291,2,0.052983707981184125,0.076,time,13,6881,1357,0.035,0.301,0.284,False,worse_than_known
v43c_anytime_50ms,sine_1k,1000,1,0.1,0.595,495,1,0.0004954999312758446,0.047,optimal,1,0,999,0.595,0.595,0.595,True,ok
v43c_anytime_50ms,sine_1k,1000,1,0.05,0.545,495,1,0.0005989579949527979,0.045,optimal,1,0,999,0.545,0.545,0.545,True,ok
v43c_anytime_50ms,sine_1k,1000,1,0.02,0.494,454,2,0.0006360000697895885,0.045,optimal,3,0,999,0.494,0.494,0.494,True,ok
v43c_anytime_50ms,sine_1k,1000,1,0.01,0.42900000000000005,169,26,0.0006835419917479157,0.043,optimal,51,0,999,0.42900000000000016,0.42900000000000016,0.429,True,ok
v43c_anytime_50ms,sine_1k,1000,1,0.005,0.269,109,32,0.0006912499666213989,0.043,optimal,63,0,999,0.26900000000000013,0.26900000000000013,0.269,True,ok
v43c_anytime_50ms,car_evaluation,1728,15,0.1,0.3997685185185186,518,1,5.616690032184124e-05,0.004,optimal,1,1,15,0.39976851851851847,0.39976851851851847,0.3997685185185186,True,ok
v43c_anytime_50ms,car_evaluation,1728,15,0.05,0.29467592592592595,250,3,0.00010300008580088615,0.003,optimal,18,10,15,0.29467592592592595,0.29467592592592595,0.2946759259259259,True,ok
v43c_anytime_50ms,car_evaluation,1728,15,0.02,0.20467592592592593,250,3,0.0013407910009846091,0.005,optimal,548,377,15,0.20467592592592593,0.20467592592592593,0.2046759259259259,True,ok
v43c_anytime_50ms,car_evaluation,1728,15,0.01,0.1452314814814815,130,7,0.006276583066210151,0.01,optimal,1159,1954,15,0.1452314814814815,0.1452314814814815,0.145231,True,ok
v43c_anytime_50ms,car_evaluation,1728,15,0.005,0.1063425925925926,106,9,0.01624070794787258,0.02,optimal,1453,13432,15,0.1063425925925926,0.1063425925925926,0.1063425925925926,True,ok
v43c_anytime_50ms,coupon_bar,1913,14,0.1,0.5119184526921067,788,1,3.583298530429602e-05,0.004,optimal,1,1,14,0.5119184526921067,0.5119184526921067,0.511918,True,ok
v43c_anytime_50ms,coupon_bar,1913,14,0.05,0.4538944066910612,677,2,6.629189010709524e-05,0.003,optimal,27,15,14,0.4538944066910611,0.4538944066910611,0.453894,True,ok
v43c_anytime_50ms,coupon_bar,1913,14,0.02,0.37155253528489285,596,3,0.00035208393819630146,0.003,optimal,189,122,14,0.3715525352848928,0.3715525352848928,0.3715525352848928,True,ok
v43c_anytime_50ms,coupon_bar,1913,14,0.01,0.3410977522216414,576,4,0.002247874974273145,0.005,optimal,952,780,14,0.3410977522216414,0.3410977522216414,0.3410977522216414,True,ok
v43c_anytime_50ms,coupon_bar,1913,14,0.005,0.3186199686356508,533,8,0.013250000076368451,0.016,optimal,1472,6623,14,0.3186199686356508,0.3186199686356508,0.3186199686356508,True,ok
v43c_anytime_50ms,compas_binned,6907,12,0.1,0.5610829593166353,2494,2,3.600004129111767e-05,0.008,optimal,3,1,12,0.5610829593166353,0.5610829593166353,0.5610829593166353,True,ok
v43c_anytime_50ms,compas_binned,6907,12,0.05,0.46108295931663534,2494,2,3.604206722229719e-05,0.008,optimal,3,1,12,0.46108295931663523,0.46108295931663523,0.4610829593166353,True,ok
v43c_anytime_50ms,compas_binned,6907,12,0.02,0.4010829593166353,2494,2,8.058303501456976e-05,0.008,optimal,21,12,12,0.4010829593166353,0.4010829593166353,0.4010829593166353,True,ok
v43c_anytime_50ms,compas_binned,6907,12,0.01,0.37486752569856663,2382,3,0.00030054105445742607,0.009,optimal,111,63,12,0.3748675256985667,0.3748675256985667,0.3748675256985666,True,ok
v43c_anytime_50ms,compas_binned,6907,12,0.005,0.355968582597365,2286,5,0.0008107920875772834,0.009,optimal,297,201,12,0.35596858259736497,0.35596858259736497,0.355968582597365,True,ok
v43c_anytime_50ms,fico_binary,10459,17,0.1,0.5040443637058992,3180,2,4.791701212525368e-05,0.016,optimal,3,1,17,0.5040443637058992,0.5040443637058992,0.504044,True,ok
v43c_anytime_50ms,fico_binary,10459,17,0.05,0.40404436370589925,3180,2,0.00010325002949684858,0.016,optimal,23,13,17,0.40404436370589925,0.40404436370589925,0.404044,True,ok
v43c_anytime_50ms,fico_binary,10459,17,0.02,0.3440443637058992,3180,2,0.000865166075527668,0.017,optimal,277,166,17,0.3440443637058992,0.3440443637058992,0.344044,True,ok
v43c_anytime_50ms,fico_binary,10459,17,0.01,0.32404436370589923,3180,2,0.03904808301012963,0.055,optimal,1072,8167,17,0.32404436370589923,0.32404436370589923,0.324044,True,ok
v43c_anytime_50ms,fico_binary,10459,17,0.005,0.308650922650349,3019,4,0.05429429200012237,0.071,time,1192,20329,17,0.2240740032507888,0.308650922650349,0.308650922650349,True,ok
v43c_anytime_50ms,compas_processed,12381,22,0.1,0.411364187060819,3855,1,0.0004161249380558729,0.287,optimal,23,13,621,0.411364187060819,0.411364187060819,0.411364,True,ok
v43c_anytime_50ms,compas_processed,12381,22,0.05,0.36136418706081896,3855,1,0.051157457986846566,0.325,time,300,8496,621,0.16857281318148776,0.36136418706081896,0.361364,True,ok
v43c_anytime_50ms,compas_processed,12381,22,0.02,0.32786043130603343,3564,2,0.0523100410355255,0.34,time,197,6171,621,0.10857281318148776,0.32786043130603343,0.32786,False,ok
v43c_anytime_50ms,compas_processed,12381,22,0.01,0.30786043130603347,3564,2,0.05252679192926735,0.33,time,207,7449,621,0.08857281318148777,0.30786043130603347,0.30786,False,ok
v43c_anytime_50ms,compas_processed,12381,22,0.005,0.29786043130603346,3564,2,0.05310625000856817,0.332,time,179,5782,621,0.07857281318148776,0.29786043130603346,0.29786,False,ok
v43c_anytime_100ms,chudi,77,2,0.1,0.464935064935065,5,4,0.000303249922581017,20.178,optimal,23,10,46,0.464935064935065,0.464935064935065,0.464935,True,ok
v43c_anytime_100ms,chudi,77,2,0.05,0.25,0,5,0.0003662080271169543,0.002,optimal,53,24,46,0.25,0.25,0.25,True,ok
v43c_anytime_100ms,chudi,77,2,0.02,0.1,0,5,0.00041624996811151505,0.001,optimal,59,26,46,0.1,0.1,0.1,True,ok
v43c_anytime_100ms,chudi,77,2,0.01,0.05,0,5,0.00046250002924352884,0.001,optimal,65,29,46,0.05,0.05,0.05,True,ok
v43c_anytime_100ms,chudi,77,2,0.005,0.025,0,5,0.00044541596435010433,0.001,optimal,65,29,46,0.025,0.025,0.025,True,ok
v43c_anytime_100ms,monk_3,122,11,0.1,0.5213114754098361,27,3,3.7708086892962456e-05,0.001,optimal,6,3,11,0.521311475409836,0.521311475409836,0.521311,True,ok
v43c_anytime_100ms,monk_3,122,11,0.05,0.3713114754098361,27,3,7.887498941272497e-05,0.001,optimal,28,15,11,0.37131147540983606,0.37131147540983606,0.371311,True,ok
v43c_anytime_100ms,monk_3,122,11,0.02,0.24295081967213114,15,6,0.00026133295614272356,0.001,optimal,131,88,11,0.24295081967213117,0.24295081967213117,0.2429508196721311,True,ok
v43c_anytime_100ms,monk_3,122,11,0.01,0.15557377049180326,8,9,0.0007169579621404409,0.002,optimal,385,284,11,0.15557377049180326,0.15557377049180326,0.1555737704918032,True,ok
v43c_anytime_100ms,monk_3,122,11,0.005,0.09459016393442624,3,14,0.002520292066037655,0.004,optimal,1308,1002,11,0.09459016393442624,0.09459016393442624,0.09459,True,ok
v43c_anytime_100ms,monk_1,124,11,0.1,0.4661290322580645,33,2,3.574998117983341e-05,0.001,optimal,3,2,11,0.46612903225806446,0.46612903225806446,0.466129,True,ok
v43c_anytime_100ms,monk_1,124,11,0.05,0.33870967741935487,11,5,9.033293463289738e-05,0.001,optimal,44,24,11,0.3387096774193548,0.3387096774193548,0.3387096774193548,True,ok
v43c_anytime_100ms,monk_1,124,11,0.02,0.16,0,8,0.00015487498603761196,0.001,optimal,95,50,11,0.16,0.16,0.16,True,ok
v43c_anytime_100ms,monk_1,124,11,0.01,0.08,0,8,0.00015304109547287226,0.001,optimal,101,51,11,0.08,0.08,0.08,True,ok
v43c_anytime_100ms,monk_1,124,11,0.005,0.04,0,8,0.0001484170788899064,0.001,optimal,101,51,11,0.04,0.04,0.04,True,ok
v43c_anytime_100ms,iris,150,4,0.1,0.34,6,3,0.00013541604857891798,0.002,optimal,5,0,118,0.34,0.34,0.34,True,ok
v43c_anytime_100ms,iris,150,4,0.05,0.19000000000000003,6,3,0.00015354098286479712,0.002,optimal,9,0,118,0.19,0.19,0.19,True,ok
v43c_anytime_100ms,iris,150,4,0.02,0.1,6,3,0.005453125108033419,0.007,optimal,122,73,118,0.1,0.1,0.1,True,ok
v43c_anytime_100ms,iris,150,4,0.01,0.06,3,4,0.011018666089512408,0.012,optimal,169,348,118,0.060000000000000005,0.060000000000000005,0.06,True,ok
v43c_anytime_100ms,iris,150,4,0.005,0.03833333333333334,2,5,0.036216000095009804,0.038,optimal,138,2212,118,0.03833333333333333,0.03833333333333333,0.038333,True,ok
v43c_anytime_100ms,monk_2,169,11,0.1,0.47869822485207103,64,1,3.63329891115427e-05,0.001,optimal,1,1,11,0.47869822485207103,0.47869822485207103,0.478698,True,ok
v43c_anytime_100ms,monk_2,169,11,0.05,0.428698224852071,64,1,8.333392906934023e-05,0.001,optimal,23,14,11,0.428698224852071,0.428698224852071,0.428698,True,ok
v43c_anytime_100ms,monk_2,169,11,0.02,0.35893491124260357,37,7,0.0011665000347420573,0.002,optimal,546,446,11,0.35893491124260357,0.35893491124260357,0.3589349112426035,True,ok
v43c_anytime_100ms,monk_2,169,11,0.01,0.2650887573964497,11,20,0.0041267090709879994,0.005,optimal,1886,1683,11,0.2650887573964497,0.2650887573964497,0.2650887573964497,True,ok
v43c_anytime_100ms,monk_2,169,11,0.005,0.15275147928994084,3,27,0.007341417018324137,0.009,optimal,2047,3182,11,0.15275147928994082,0.15275147928994082,0.152751,True,ok
v43c_anytime_100ms,tic-tac-toe,958,9,0.1,0.4465553235908142,332,1,4.520907532423735e-05,0.012,optimal,1,1,27,0.4465553235908142,0.4465553235908142,0.446555,True,ok
v43c_anytime_100ms,tic-tac-toe,958,9,0.05,0.3965553235908142,332,1,0.00048758299089968204,0.012,optimal,55,38,27,0.39655532359081413,0.39655532359081413,0.396555,True,ok
v43c_anytime_100ms,tic-tac-toe,958,9,0.02,0.3183298538622129,190,6,0.01524699991568923,0.027,optimal,761,5682,27,0.3183298538622129,0.3183298538622129,0.3183298538622129,True,ok
v43c_anytime_100ms,tic-tac-toe,958,9,0.01,0.2507515657620042,154,9,0.10358837491367012,0.116,time,834,60939,27,0.02,0.2507515657620042,0.2507515657620042,True,ok
v43c_anytime_100ms,tic-tac-toe,958,9,0.005,0.15427974947807935,52,20,0.10580258292611688,0.118,time,948,65712,27,0.01,0.15427974947807932,0.1542797494780793,True,ok
v43c_anytime_100ms,gaussian_1k,1000,1,0.1,0.397,297,1,0.0004116250202059746,0.04,optimal,1,0,999,0.397,0.397,0.397,True,ok
v43c_anytime_100ms,gaussian_1k,1000,1,0.05,0.275,125,3,0.0005012919427827001,0.04,optimal,5,0,999,0.275,0.275,0.275,True,ok
v43c_anytime_100ms,gaussian_1k,1000,1,0.02,0.185,125,3,0.000559499952942133,0.038,optimal,5,0,999,0.18499999999999997,0.18499999999999997,0.185,True,ok
v43c_anytime_100ms,gaussian_1k,1000,1,0.01,0.155,125,3,0.0008975829696282744,0.039,optimal,5,0,999,0.155,0.155,0.155,True,ok
v43c_anytime_100ms,gaussian_1k,1000,1,0.005,0.14,125,3,0.0006187920225784183,0.04,optimal,5,0,999,0.14,0.14,0.14,True,ok
v43c_anytime_100ms,fico_1k,1000,23,0.1,0.491,291,2,0.024723834008909762,0.049,optimal,11,2797,1357,0.49100000000000005,0.49100000000000005,0.491,True,ok
v43c_anytime_100ms,fico_1k,1000,23,0.05,0.391,291,2,0.10695320798549801,0.129,time,11,18720,1357,0.125,0.391,0.391,False,ok
v43c_anytime_100ms,fico_1k,1000,23,0.02,0.33099999999999996,291,2,0.10573370906058699,0.129,time,11,9689,1357,0.065,0.33099999999999996,0.331,False,ok
v43c_anytime_100ms,fico_1k,1000,23,0.01,0.311,291,2,0.10479925002437085,0.128,time,11,13313,1357,0.045,0.311,0.304,False,worse_than_known
v43c_anytime_100ms,fico_1k,1000,23,0.005,0.301,291,2,0.10399183293338865,0.129,time,15,12387,1357,0.035,0.301,0.284,False,worse_than_known
v43c_anytime_100ms,sine_1k,1000,1,0.1,0.595,495,1,0.00045508297625929117,0.04,optimal,1,0,999,0.595,0.595,0.595,True,ok
